image_path;class;split;Kfold_04;Kfold_08
.\data\img\Globigerinoides_ruber\09294-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09295-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09296-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09297-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09298-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09299-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09300-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09301-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09302-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09303-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09304-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09305-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09306-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09307-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09308-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09309-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09310-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09311-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09312-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09313-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09314-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09315-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09316-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09317-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09318-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09319-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09320-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09321-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09322-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09323-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09324-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09325-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09326-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09327-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09328-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09329-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09330-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09331-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09332-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09333-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09334-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09335-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09336-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09337-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09338-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09339-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09340-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09341-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09342-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09343-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09344-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09345-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09346-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09347-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09348-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09349-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09350-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09351-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09352-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09353-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09354-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09355-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09356-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09357-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09358-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09359-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09360-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09361-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09362-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09363-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09364-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09365-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09366-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09367-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09368-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09369-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09370-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09371-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09372-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09373-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09374-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09375-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09376-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09377-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09378-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09379-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09380-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09381-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09382-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09383-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09384-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09385-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09386-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09387-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09388-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09389-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09390-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09391-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09392-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09393-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09394-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09395-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09396-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09397-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09398-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09399-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09400-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09401-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09402-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09403-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09404-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09405-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09406-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09407-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09408-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09409-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09410-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09411-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09412-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09413-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09414-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09415-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09416-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09417-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09418-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09419-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09420-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09421-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09422-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09423-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09424-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09425-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09426-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09427-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09428-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09429-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09430-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09431-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09432-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09433-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09434-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09435-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09436-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09437-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09438-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09439-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09440-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09441-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09442-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09443-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09444-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09445-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09446-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09447-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09448-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09449-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09450-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09451-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09452-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09453-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09454-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09455-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09456-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09457-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09458-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09459-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09460-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09461-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09462-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09463-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09464-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09465-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09466-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09467-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09468-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09469-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09470-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09471-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09472-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09473-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09474-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09475-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09476-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09477-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09478-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09479-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09480-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09481-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09482-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09483-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09484-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09485-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09486-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09487-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09488-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09489-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09490-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09491-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09492-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09493-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09494-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09495-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09496-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09497-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09498-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09499-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09500-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09501-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09502-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09503-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09504-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09505-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09506-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09507-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09508-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09509-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09510-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09511-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09512-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09513-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09514-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09515-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09516-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09517-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09518-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09519-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09520-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;0;1
.\data\img\Globigerinoides_ruber\09521-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09522-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;1
.\data\img\Globigerinoides_ruber\09523-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09524-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;2
.\data\img\Globigerinoides_ruber\09525-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09526-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09527-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;5
.\data\img\Globigerinoides_ruber\09528-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09529-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09530-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09531-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09532-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09533-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09534-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09535-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09536-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09537-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09538-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09539-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09540-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09541-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09542-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;1;3
.\data\img\Globigerinoides_ruber\09543-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;2;4
.\data\img\Globigerinoides_ruber\09544-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
.\data\img\Globigerinoides_ruber\09545-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;6
.\data\img\Globigerinoides_ruber\09546-Globigerinoides_ruber.jpg;Globigerinoides_ruber;1;3;7
.\data\img\Globigerinoides_ruber\09547-Globigerinoides_ruber.jpg;Globigerinoides_ruber;0;0;0
